timestamp,numbers
2023-11-27 13:45:34.547,2
2023-11-27 13:45:34.571,3
2023-11-27 13:45:34.573,6
2023-11-27 13:45:35.539,2054
2023-11-27 13:45:36.336,4102
2023-11-27 13:45:37.055,6150
2023-11-27 13:45:37.807,8198
2023-11-27 13:45:38.581,10246
2023-11-27 13:45:39.316,12294
2023-11-27 13:45:40.040,14342
2023-11-27 13:45:40.814,16390
2023-11-27 13:45:41.590,18438
2023-11-27 13:45:42.333,20486
2023-11-27 13:45:43.132,22534
2023-11-27 13:45:43.927,24582
2023-11-27 13:45:44.661,26630
2023-11-27 13:45:45.447,28678
2023-11-27 13:45:46.214,30726
2023-11-27 13:45:46.982,32774
2023-11-27 13:45:47.740,34822
2023-11-27 13:45:48.530,36870
2023-11-27 13:45:49.318,38918
2023-11-27 13:45:50.074,40966
2023-11-27 13:45:50.857,43014
2023-11-27 13:45:51.651,45062
2023-11-27 13:45:52.472,47110
2023-11-27 13:45:53.481,49158
2023-11-27 13:45:54.416,51206
2023-11-27 13:45:55.527,53254
2023-11-27 13:45:56.486,55302
2023-11-27 13:45:57.428,57350
2023-11-27 13:45:58.307,59398
2023-11-27 13:45:59.351,61446
2023-11-27 13:46:00.202,63494
2023-11-27 13:46:01.276,65542
2023-11-27 13:46:02.109,67590
2023-11-27 13:46:03.559,69638
2023-11-27 13:46:04.522,71686
2023-11-27 13:46:05.463,73734
2023-11-27 13:46:06.422,75782
2023-11-27 13:46:07.351,77830
2023-11-27 13:46:08.322,79878
2023-11-27 13:46:09.374,81926
2023-11-27 13:46:10.267,83974
2023-11-27 13:46:11.359,86022
2023-11-27 13:46:12.303,88070
2023-11-27 13:46:13.296,90118
2023-11-27 13:46:14.218,92166
2023-11-27 13:46:15.144,94214
2023-11-27 13:46:16.161,96262
2023-11-27 13:46:17.039,98310
2023-11-27 13:46:17.987,100358
2023-11-27 13:46:18.970,102406
2023-11-27 13:46:19.922,104454
2023-11-27 13:46:20.961,106502
2023-11-27 13:46:21.893,108550
2023-11-27 13:46:22.897,110598
2023-11-27 13:46:23.824,112646
2023-11-27 13:46:24.818,114694
2023-11-27 13:46:25.833,116742
2023-11-27 13:46:26.741,118790
2023-11-27 13:46:27.756,120838
2023-11-27 13:46:28.843,122886
2023-11-27 13:46:29.837,124934
2023-11-27 13:46:30.834,126982
2023-11-27 13:46:31.876,129030
2023-11-27 13:46:32.862,131078
2023-11-27 13:46:33.908,133126
2023-11-27 13:46:34.922,135174
2023-11-27 13:46:35.965,137222
2023-11-27 13:46:36.952,139270
2023-11-27 13:46:38.023,141318
2023-11-27 13:46:39.106,143366
2023-11-27 13:46:40.077,145414
2023-11-27 13:46:41.161,147462
2023-11-27 13:46:42.193,149510
2023-11-27 13:46:43.308,151558
2023-11-27 13:46:44.416,153606
2023-11-27 13:46:45.498,155654
2023-11-27 13:46:46.748,157702
2023-11-27 13:46:47.725,159750
2023-11-27 13:46:48.650,161798
2023-11-27 13:46:49.691,163846
2023-11-27 13:46:50.838,165894
2023-11-27 13:46:51.848,167942
2023-11-27 13:46:52.892,169990
2023-11-27 13:46:53.957,172038
2023-11-27 13:46:55.209,174086
2023-11-27 13:46:56.384,176134
2023-11-27 13:46:57.558,178182
2023-11-27 13:46:58.645,180230
2023-11-27 13:46:59.738,182278
2023-11-27 13:47:00.922,184326
2023-11-27 13:47:02.019,186374
2023-11-27 13:47:04.787,188422
2023-11-27 13:47:06.008,190470
2023-11-27 13:47:06.963,192518
2023-11-27 13:47:08.064,194566
2023-11-27 13:47:09.169,196614
2023-11-27 13:47:10.272,198662
2023-11-27 13:47:11.406,200710
2023-11-27 13:47:12.529,202758
2023-11-27 13:47:13.577,204806
2023-11-27 13:47:14.685,206854
2023-11-27 13:47:15.830,208902
2023-11-27 13:47:16.923,210950
2023-11-27 13:47:17.990,212998
2023-11-27 13:47:19.021,215046
2023-11-27 13:47:20.144,217094
2023-11-27 13:47:21.283,219142
2023-11-27 13:47:22.380,221190
2023-11-27 13:47:23.484,223238
2023-11-27 13:47:24.607,225286
2023-11-27 13:47:25.702,227334
2023-11-27 13:47:26.819,229382
2023-11-27 13:47:27.915,231430
2023-11-27 13:47:29.158,233478
2023-11-27 13:47:30.224,235526
2023-11-27 13:47:31.321,237574
2023-11-27 13:47:32.313,239622
2023-11-27 13:47:33.372,241670
2023-11-27 13:47:34.499,243718
2023-11-27 13:47:35.571,245766
2023-11-27 13:47:36.681,247814
2023-11-27 13:47:37.847,249862
2023-11-27 13:47:38.800,251910
2023-11-27 13:47:40.034,253958
2023-11-27 13:47:41.131,256006
2023-11-27 13:47:42.198,258054
2023-11-27 13:47:43.356,260102
2023-11-27 13:47:44.358,262150
2023-11-27 13:47:45.529,264198
2023-11-27 13:47:46.655,266246
2023-11-27 13:47:47.793,268294
2023-11-27 13:47:48.999,270342
2023-11-27 13:47:50.163,272390
2023-11-27 13:47:51.260,274438
2023-11-27 13:47:52.435,276486
2023-11-27 13:47:53.684,278534
2023-11-27 13:47:54.887,280582
2023-11-27 13:47:56.007,282630
2023-11-27 13:47:57.110,284678
2023-11-27 13:47:58.258,286726
2023-11-27 13:47:59.403,288774
2023-11-27 13:48:00.617,290822
2023-11-27 13:48:01.782,292870
2023-11-27 13:48:04.064,294918
2023-11-27 13:48:06.145,296966
2023-11-27 13:48:07.295,299014
2023-11-27 13:48:08.373,301062
2023-11-27 13:48:09.875,303110
2023-11-27 13:48:11.039,305158
2023-11-27 13:48:12.124,307206
2023-11-27 13:48:13.212,309254
2023-11-27 13:48:14.256,311302
2023-11-27 13:48:15.324,313350
2023-11-27 13:48:16.450,315398
2023-11-27 13:48:17.498,317446
2023-11-27 13:48:18.633,319494
2023-11-27 13:48:19.666,321542
2023-11-27 13:48:20.790,323590
2023-11-27 13:48:21.911,325638
2023-11-27 13:48:22.985,327686
2023-11-27 13:48:24.098,329734
2023-11-27 13:48:25.272,331782
2023-11-27 13:48:26.363,333830
2023-11-27 13:48:27.481,335878
2023-11-27 13:48:28.590,337926
2023-11-27 13:48:29.719,339974
2023-11-27 13:48:30.829,342022
2023-11-27 13:48:31.970,344070
2023-11-27 13:48:33.096,346118
2023-11-27 13:48:34.293,348166
2023-11-27 13:48:35.499,350214
2023-11-27 13:48:36.659,352262
2023-11-27 13:48:37.863,354310
2023-11-27 13:48:38.927,356358
2023-11-27 13:48:40.091,358406
2023-11-27 13:48:41.217,360454
2023-11-27 13:48:42.389,362502
2023-11-27 13:48:43.536,364550
2023-11-27 13:48:44.641,366598
2023-11-27 13:48:45.735,368646
2023-11-27 13:48:46.804,370694
2023-11-27 13:48:47.929,372742
2023-11-27 13:48:49.534,374790
2023-11-27 13:48:50.608,376838
2023-11-27 13:48:51.713,378886
2023-11-27 13:48:52.814,380934
2023-11-27 13:48:53.954,382982
2023-11-27 13:48:55.172,385030
2023-11-27 13:48:56.320,387078
2023-11-27 13:48:57.394,389126
2023-11-27 13:48:58.655,391174
2023-11-27 13:48:59.785,393222
2023-11-27 13:49:00.955,395270
2023-11-27 13:49:02.096,397318
2023-11-27 13:49:05.908,399366
2023-11-27 13:49:06.990,401414
2023-11-27 13:49:08.100,403462
2023-11-27 13:49:09.262,405510
2023-11-27 13:49:10.406,407558
2023-11-27 13:49:11.537,409606
2023-11-27 13:49:12.618,411654
2023-11-27 13:49:13.682,413702
2023-11-27 13:49:14.817,415750
2023-11-27 13:49:15.997,417798
2023-11-27 13:49:17.092,419846
2023-11-27 13:49:18.228,421894
2023-11-27 13:49:19.412,423942
2023-11-27 13:49:20.646,425990
2023-11-27 13:49:21.816,428038
2023-11-27 13:49:23.008,430086
2023-11-27 13:49:24.139,432134
